73:2,6,1,6,2,9,8,7,5,8,6,5,8,6,9,3,2,1,5,6,1,3,4,5,6,2,7,1,4,1
74:7,3,1,3,8,6,8,8,9,7,7,5,7,7,4,9,6,7,6,1,8,6,9,4,5,9,7,6,9,8
75:6,1,9,5,5,3,4,3,5,5,9,5,2,6,3,9,6,4,3,5,4,3,5,1,4,7,5,8,8,9
76:6,7,2,1,7,9,7,7,9,6,3,6,5,1,8,8,3,6,6,8,2,2,6,3,4,1,5,5,1,4
77:9,9,6,1,6,5,2,4,9,2,1,2,9,4,1,1,4,5,7,5,5,5,3,7,3,7,3,9,2,6
78:8,2,9,9,9,4,2,8,7,5,8,7,5,6,6,7,7,4,6,1,3,6,5,2,7,6,6,8,2,4
79:5,4,9,9,9,5,8,1,3,9,4,7,1,5,1,3,7,3,5,6,9,5,6,1,1,6,6,5,5,9
80:7,4,4,2,3,2,2,2,5,6,8,1,6,9,2,3,1,7,9,5,8,2,1,3,5,3,4,5,1,8
81:1,1,7,1,8,6,1,8,5,2,4,6,8,4,6,9,2,9,3,8,7,6,3,9,2,8,2,2,3,1
82:7,2,8,1,3,1,8,2,6,3,1,2,4,4,8,1,6,5,5,5,4,9,3,2,7,1,8,2,1,2
83:9,1,9,4,6,1,6,5,3,3,5,7,9,2,7,2,3,8,6,5,1,8,2,7,5,9,4,7,6,7
84:5,4,6,7,4,4,9,3,3,8,4,8,7,3,1,6,9,6,5,3,1,3,3,6,2,8,3,3,9,2
85:2,1,7,4,4,1,3,3,4,8,7,6,4,9,6,1,7,3,4,1,3,9,4,7,6,2,5,8,2,8
86:6,9,6,6,3,2,9,6,5,5,9,5,2,6,2,4,2,1,9,4,3,1,6,8,4,1,9,3,7,6
87:8,9,7,2,2,8,3,5,7,9,5,8,5,2,6,7,6,2,1,4,6,9,5,1,9,1,5,5,4,8
88:7,5,5,1,5,6,1,4,6,3,8,3,6,6,8,1,7,2,3,9,6,6,8,4,8,5,4,2,1,8
89:6,2,1,3,8,6,3,9,3,2,4,4,3,8,7,8,1,1,7,7,5,7,6,1,4,3,2,4,7,2
90:1,3,9,6,6,1,5,2,2,7,5,6,3,3,5,4,9,4,1,6,7,5,8,4,1,4,2,4,3,2
91:5,1,8,6,2,3,6,1,9,7,4,4,7,9,2,2,8,4,8,8,5,9,2,6,5,4,5,5,6,8
92:2,7,8,5,9,3,1,5,3,7,6,7,3,5,9,4,3,4,9,4,6,4,5,5,8,1,1,1,1,3
93:8,3,2,8,8,7,4,7,5,9,4,3,7,7,5,6,1,5,4,5,9,7,2,7,4,4,4,3,3,1
94:7,8,7,3,6,6,1,8,1,1,1,3,3,4,9,5,5,9,2,9,4,8,3,3,8,7,7,9,8,3
95:5,3,6,4,6,3,9,1,6,7,6,5,6,3,8,2,2,1,9,2,3,7,1,7,6,2,7,2,5,5
96:5,3,3,2,9,2,9,7,8,2,3,9,5,9,4,8,7,8,1,5,5,4,4,6,8,3,9,7,1,7
97:1,6,7,8,3,1,2,5,2,5,2,5,3,4,8,3,5,8,3,1,6,6,5,4,5,1,8,9,7,2
98:1,6,9,8,9,7,5,2,2,6,8,5,1,1,5,1,6,7,4,4,9,3,8,5,2,9,5,3,5,9
99:6,6,5,3,6,3,6,7,9,6,8,3,1,8,2,4,3,5,8,7,8,2,4,5,9,6,3,4,9,2
100:7,4,9,5,5,2,2,3,9,4,6,4,3,4,3,5,2,8,3,6,6,6,5,2,9,1,2,3,1,7
101:5,7,6,5,7,6,7,1,1,6,2,9,9,5,9,7,8,4,3,1,9,7,6,9,8,6,4,7,3,9
102:7,6,4,1,7,1,7,9,4,4,2,1,4,1,9,6,4,2,4,7,4,6,8,4,3,3,9,5,7,1
103:7,4,9,5,5,2,2,3,9,4,6,4,3,4,3,5,2,8,3,6,6,6,5,2,9,1,2,6,1,7
104:3,8,9,1,8,7,5,5,2,8,8,7,6,4,8,8,7,4,3,8,9,2,9,9,6,5,8,4,7,2
105:8,3,9,5,4,7,8,2,1,1,3,5,2,4,4,5,4,8,7,6,8,9,7,6,6,9,1,5,3,5
106:4,4,2,5,9,8,4,3,2,5,8,7,3,1,5,7,2,4,8,7,8,1,5,6,6,5,4,6,1,4
107:6,4,5,6,4,3,3,4,2,2,2,1,1,2,8,9,9,2,9,6,8,6,4,5,7,6,9,4,8,7
108:3,5,1,2,3,4,7,9,3,6,3,9,3,4,6,1,9,5,7,5,8,1,1,6,4,3,8,4,8,5
109:5,9,9,3,7,8,2,2,1,4,8,7,4,1,6,8,1,4,5,3,8,9,9,3,6,8,9,8,8,1
110:6,3,4,5,9,9,1,8,3,4,9,3,1,9,2,9,6,8,9,1,4,7,9,3,2,6,1,3,3,9
111:5,4,5,1,4,6,8,5,9,1,9,1,9,6,9,3,8,4,5,4,2,4,4,3,3,8,4,3,6,6
112:7,7,7,3,9,8,6,3,9,8,1,8,8,9,4,3,2,9,5,4,9,7,7,7,2,6,8,7,9,9
113:9,2,4,3,7,7,5,2,2,8,2,6,9,8,3,3,1,3,6,7,6,9,6,4,8,8,8,1,4,9
114:1,1,1,2,8,3,8,1,4,7,9,2,3,1,5,1,9,9,4,5,5,4,7,5,8,6,9,2,7,6
115:5,6,8,6,9,3,3,4,5,4,6,6,2,1,9,4,2,5,3,2,9,3,1,2,5,6,2,4,6,7
116:3,3,7,1,4,2,7,3,9,2,1,9,9,4,6,2,5,6,6,8,6,3,6,9,4,9,5,5,8,3
117:7,8,2,3,3,8,3,8,5,8,8,5,7,6,4,2,1,9,5,7,3,9,8,8,6,1,1,9,9,2
118:6,9,3,8,9,4,3,1,5,9,2,5,4,9,2,3,8,7,6,9,9,1,5,8,6,8,9,8,9,7
119:8,1,4,9,2,6,3,4,6,5,2,9,4,5,1,2,5,8,5,2,7,4,1,8,1,5,8,7,2,2
120:5,6,5,7,9,7,6,7,1,8,4,6,9,4,8,8,5,4,6,6,4,3,7,7,2,8,9,1,9,2
121:9,4,8,6,7,9,1,7,2,3,4,2,5,5,4,2,2,7,2,7,9,3,6,3,9,8,6,1,8,5
122:2,5,6,4,3,6,8,5,1,7,4,6,9,6,5,1,1,3,5,4,1,5,8,9,2,3,1,5,6,7
123:3,8,4,2,3,8,7,5,4,5,7,4,7,7,5,5,7,5,8,5,6,6,2,1,4,2,1,4,3,3
124:3,6,1,5,9,5,9,8,7,4,6,9,3,7,8,1,3,6,7,5,5,7,4,9,5,2,7,5,6,3
125:9,5,5,5,8,2,2,8,2,6,3,6,2,9,1,2,9,7,9,9,2,2,9,5,1,7,9,9,2,7
126:9,1,1,9,4,6,2,6,5,6,9,4,2,3,2,5,6,8,1,8,9,5,9,4,5,6,6,5,3,7
127:4,7,3,1,2,4,9,5,3,9,1,4,3,6,3,3,4,4,6,9,2,2,6,4,5,4,2,1,3,4
128:3,8,4,2,3,8,7,5,4,5,7,4,7,7,5,5,7,5,8,5,6,6,2,1,4,2,1,4,3,3
129:1,7,7,2,4,3,9,4,5,6,3,3,7,3,6,9,6,8,5,5,3,9,3,4,6,2,5,6,1,3
130:7,2,8,1,3,1,8,2,6,3,1,2,4,4,8,1,6,5,5,5,4,9,3,2,7,1,8,2,1,5
131:1,5,2,5,4,4,1,8,8,6,3,3,6,6,4,3,6,6,3,5,7,3,9,9,4,6,6,7,5,7
132:2,4,2,6,7,9,2,3,6,5,7,1,2,5,4,4,9,9,6,5,4,4,8,4,5,4,2,7,2,8
133:8,7,2,3,8,4,2,3,2,7,1,5,3,1,2,7,7,8,8,6,1,6,5,3,2,7,5,7,8,3
134:3,3,7,1,4,2,7,3,9,2,1,9,9,4,6,2,5,6,6,5,6,3,6,9,4,9,5,5,8,3
135:1,2,7,9,4,9,7,1,7,8,2,1,8,6,5,9,1,7,9,6,5,7,7,2,4,1,8,3,2,2
136:3,8,8,7,5,2,9,4,6,7,5,8,2,3,9,1,9,9,5,6,1,9,5,5,6,8,4,4,9,5
137:4,7,5,2,6,3,8,6,7,1,8,5,4,6,7,1,6,9,2,6,6,2,2,1,1,5,2,1,3,9
138:9,8,1,2,6,8,6,4,9,6,9,6,8,3,1,5,9,9,4,6,8,5,3,2,5,5,1,5,2,3
139:1,1,7,1,8,6,1,8,5,2,4,6,8,4,6,9,2,9,3,8,7,6,3,9,2,8,2,2,3,3
140:3,1,4,5,6,5,9,5,8,3,5,7,5,7,8,4,7,2,8,3,7,1,2,3,1,1,8,1,1,9
141:9,2,3,3,8,4,7,1,2,6,8,2,7,6,8,1,9,6,9,8,8,4,3,3,3,9,9,6,5,3
142:2,4,2,6,7,9,2,3,6,5,7,1,2,5,4,4,9,2,6,5,4,4,8,4,5,4,2,7,2,1
143:2,7,3,8,5,7,4,2,8,4,5,1,7,3,7,6,8,1,3,9,6,5,6,4,3,9,9,6,1,2
144:1,7,7,9,1,1,2,5,4,1,2,9,1,3,1,8,9,4,4,8,4,5,9,2,2,6,5,3,9,2
145:9,8,5,4,1,8,3,3,9,8,9,5,5,8,5,3,9,8,5,3,7,9,6,5,7,3,8,4,8,8
146:6,1,7,9,8,3,3,5,7,8,9,4,3,8,5,1,5,3,8,3,3,3,9,8,7,7,6,5,6,4
147:2,3,5,7,3,9,6,6,8,3,6,1,3,7,9,6,2,7,3,8,4,2,6,4,3,4,5,5,7,8
148:8,5,5,6,9,5,1,9,5,1,3,2,4,6,9,7,6,4,7,7,7,2,9,1,3,8,5,3,7,4
149:9,7,5,8,6,8,3,9,4,6,9,3,8,8,5,2,5,7,7,7,9,4,2,3,4,3,7,6,6,9
150:6,4,5,6,4,3,3,4,2,2,2,1,1,2,8,9,9,2,9,6,8,6,4,5,7,6,9,4,8,7
151:2,1,5,9,6,1,4,5,2,7,1,9,9,6,5,6,1,5,9,4,8,6,6,3,6,4,9,6,4,6
152:9,8,5,7,7,7,8,8,7,9,3,7,8,6,2,7,9,8,5,3,2,3,9,2,1,2,7,1,8,5
153:3,6,1,3,6,6,6,8,1,7,7,3,5,4,6,4,4,5,3,9,8,6,4,9,7,9,4,6,4,5
154:7,2,9,3,9,6,7,9,8,1,4,8,9,1,9,8,6,2,2,4,6,1,8,4,5,1,3,3,7,6
155:1,7,6,1,9,3,4,4,2,3,1,9,9,7,8,6,1,4,5,1,3,6,3,8,6,3,2,8,9,9
156:2,5,9,4,8,5,9,4,4,5,2,6,8,7,4,2,2,1,3,1,9,2,4,9,3,7,8,7,2,4
157:5,8,1,6,7,7,8,6,9,6,2,1,8,5,2,2,2,8,9,8,6,2,8,5,6,5,4,2,5,5
158:7,2,9,3,9,6,7,9,8,1,4,8,9,1,9,8,6,2,2,4,6,1,8,4,5,1,3,3,7,7
159:2,5,8,3,2,4,3,5,7,3,3,4,2,4,7,7,1,2,9,6,2,8,3,1,7,5,7,5,6,8
160:5,8,7,2,5,5,8,8,4,5,5,3,5,3,9,1,6,1,2,2,9,6,4,4,7,5,6,6,7,8
161:7,1,9,5,7,3,9,1,6,7,7,8,1,3,8,9,7,5,4,4,7,9,1,5,1,4,3,2,2,2
162:3,3,8,2,5,7,1,3,5,8,5,3,2,2,5,3,3,3,4,4,8,5,2,2,8,3,9,2,2,5
163:1,2,9,9,6,5,1,6,8,1,1,5,4,6,1,1,7,9,2,4,5,8,7,7,4,2,6,9,2,4
164:7,8,5,2,9,5,7,6,6,2,5,8,1,6,5,5,5,6,5,1,2,9,9,5,2,2,4,7,2,7
165:6,1,1,7,8,7,8,4,5,8,7,9,1,5,7,8,3,7,5,6,8,5,2,6,7,4,9,3,8,7
166:7,3,9,9,3,7,3,7,2,5,9,2,2,5,4,3,5,9,5,1,2,6,5,6,9,9,2,3,7,4
167:4,7,3,1,2,4,9,5,3,9,1,4,3,6,3,3,4,4,6,9,2,2,6,4,5,4,2,1,3,4
168:8,7,4,6,9,4,3,1,4,8,1,7,6,2,7,9,5,1,3,9,7,4,8,3,2,2,5,7,4,6
169:2,6,5,1,5,6,8,4,4,4,4,6,3,4,8,3,2,6,8,3,5,5,8,1,1,3,9,9,3,3
170:2,8,8,4,5,2,3,8,5,3,7,9,6,3,3,5,8,1,1,3,8,8,5,5,1,1,7,5,6,8
171:4,9,9,6,6,7,1,9,5,9,9,9,1,8,2,3,4,2,7,3,4,3,8,5,8,7,4,9,4,9
172:7,8,4,1,5,2,9,9,5,9,2,3,4,9,6,1,9,6,7,1,6,5,3,5,7,4,5,7,7,8
173:7,8,2,3,3,8,3,8,5,8,8,5,7,6,4,2,1,9,5,7,3,9,8,8,6,1,1,9,9,3
174:7,2,1,7,1,2,9,6,2,3,7,5,4,4,1,1,4,8,6,8,8,3,7,8,7,5,5,5,7,5
175:6,7,1,4,7,7,2,8,3,8,8,3,9,2,3,7,6,3,3,5,6,1,4,4,6,2,7,3,2,2
176:1,6,9,8,9,7,5,2,2,2,8,5,1,1,5,1,6,7,4,4,9,3,8,5,2,9,5,3,5,6
177:7,8,2,3,3,8,3,8,5,8,8,5,7,6,4,2,1,9,5,7,7,9,8,8,6,1,1,9,9,3
178:4,4,1,5,3,3,3,2,2,6,4,7,8,9,3,7,6,9,9,2,9,6,4,8,3,2,6,5,8,9
179:2,6,1,6,2,9,8,7,5,8,6,5,8,7,9,3,2,1,5,6,1,3,4,5,6,2,7,1,4,7
180:9,2,3,3,8,4,7,1,2,6,8,2,7,6,8,1,9,6,9,8,8,4,3,3,3,9,9,6,5,6
181:5,4,5,6,3,9,7,6,7,3,8,9,1,6,4,3,1,8,5,8,6,8,6,4,3,3,6,2,3,6
182:4,7,3,1,2,4,9,5,3,9,1,4,3,6,3,3,4,4,6,9,2,2,6,4,5,4,2,1,3,4
183:1,1,7,1,8,6,1,8,5,2,4,6,8,4,6,9,2,9,3,8,7,6,3,9,8,8,2,2,3,3
184:9,7,3,4,2,4,3,9,2,1,8,5,1,8,9,2,8,8,1,7,8,8,1,8,4,9,5,4,8,7
185:2,7,6,4,9,1,4,7,5,2,3,8,1,3,9,6,9,9,1,5,8,4,9,7,7,8,4,7,5,7
186:9,7,5,8,6,8,3,9,4,6,9,3,8,8,5,2,5,7,7,7,9,4,2,3,4,3,7,6,6,9
187:8,2,1,8,6,7,6,2,5,5,3,4,8,9,4,5,1,9,3,3,3,4,4,3,7,1,7,1,3,1
188:5,2,2,9,7,8,2,6,6,9,3,7,3,5,6,6,7,1,6,4,8,2,4,2,2,7,1,5,1,8
189:1,1,4,6,9,2,9,4,9,5,7,6,3,6,7,7,5,5,3,6,3,4,4,5,9,6,8,1,9,1
190:5,2,4,6,4,6,4,8,4,3,9,7,7,6,3,9,1,3,9,6,6,5,9,8,2,6,4,5,8,2
191:6,4,5,6,4,3,3,4,2,2,2,1,1,2,8,9,9,2,9,6,8,6,9,5,7,6,9,4,8,7
192:6,4,1,6,1,4,6,1,6,6,1,9,7,2,3,8,3,2,2,5,3,5,8,2,1,2,8,3,5,5
193:5,9,9,3,7,8,2,3,1,4,8,7,4,1,6,8,1,4,5,3,8,9,9,3,6,8,9,8,8,1
194:8,8,4,4,1,7,7,8,5,8,2,8,6,4,5,5,7,3,7,9,9,2,6,8,4,9,9,6,9,5
195:3,7,2,6,7,7,6,1,6,9,5,6,1,1,7,5,5,2,3,2,4,7,5,3,6,1,6,9,5,5
196:3,5,9,4,7,2,4,6,5,8,2,6,4,9,2,2,8,8,9,2,9,9,5,1,1,3,5,1,3,7
197:2,7,8,2,9,4,2,3,8,8,1,6,8,1,4,1,7,7,9,2,1,1,5,3,9,1,7,7,2,3
198:1,2,7,9,4,9,7,1,7,8,2,1,8,6,5,9,1,7,9,6,5,7,7,2,4,1,5,3,2,2
199:2,9,1,4,7,3,6,3,3,2,2,8,8,7,2,3,6,9,1,2,9,3,4,9,5,2,5,7,6,2
200:5,2,3,1,4,6,6,4,9,9,1,5,9,1,5,3,6,3,1,7,4,4,8,6,7,6,9,2,7,7
201:2,5,8,8,4,6,5,9,7,3,8,2,1,1,7,6,7,4,9,7,3,6,4,2,4,7,8,9,1,2
202:1,2,9,9,6,5,1,6,8,1,1,5,4,6,1,1,7,9,2,4,5,8,7,7,4,2,6,9,7,4
203:7,9,5,7,6,8,1,9,6,6,8,3,2,2,2,1,1,1,3,9,3,5,9,4,6,3,3,8,4,8
204:5,1,8,6,2,3,6,1,9,7,4,4,7,9,2,2,8,4,8,8,5,9,2,6,5,4,5,5,6,8
205:5,4,6,7,4,4,9,3,3,8,4,8,7,3,1,6,9,6,5,3,1,3,3,6,3,8,3,3,9,2
206:2,5,2,4,4,3,1,5,4,1,8,7,8,5,3,8,6,8,6,8,2,8,1,2,7,3,9,3,4,4
207:4,4,9,9,3,4,4,9,8,5,5,1,2,3,6,4,1,9,1,6,7,4,5,5,1,3,1,4,2,9
208:6,9,6,2,3,5,5,3,5,3,8,1,5,9,1,8,4,8,2,5,7,6,5,8,2,2,4,8,4,5
209:8,9,7,2,2,8,3,5,2,9,5,8,5,2,6,7,6,2,1,4,6,9,5,1,9,1,5,5,4,1
210:1,2,3,8,3,5,2,4,4,9,9,8,5,9,5,8,4,6,8,8,9,4,5,2,9,3,3,5,6,1
211:9,9,6,1,6,5,2,4,9,2,1,2,9,4,1,1,4,5,7,5,4,5,3,7,3,7,3,9,2,6
212:4,9,4,1,6,2,2,5,3,4,2,3,5,7,7,6,7,5,9,7,3,7,1,4,3,4,7,3,6,9
213:2,1,8,7,5,1,7,9,8,2,4,1,9,7,4,7,5,7,3,7,5,5,4,7,6,1,1,6,8,6
214:6,3,2,2,9,5,3,3,6,1,1,1,1,2,5,9,1,2,9,6,2,7,3,9,8,3,8,1,9,7
215:2,3,4,6,5,4,4,8,8,6,4,9,4,3,1,6,4,4,9,2,3,1,4,7,5,1,2,4,3,5
216:5,8,6,2,1,1,5,7,2,9,6,9,6,4,2,8,8,1,5,8,4,2,2,5,5,6,8,2,3,3
217:9,6,4,8,7,9,1,4,3,2,7,8,9,5,8,8,2,8,8,4,9,4,2,6,3,5,4,6,8,5
218:5,4,9,9,9,5,8,1,3,9,4,7,1,5,1,3,7,3,9,6,9,5,6,1,1,6,6,5,5,6
219:4,4,9,9,3,4,4,9,8,5,5,1,2,3,6,4,5,9,1,6,7,4,5,5,1,3,1,4,2,9
220:6,9,6,6,4,1,5,7,1,8,1,3,1,2,3,5,2,8,6,9,2,7,4,5,5,7,8,6,5,2
221:9,1,1,4,3,8,2,1,9,1,7,4,8,4,9,2,3,4,6,5,7,5,9,9,3,8,6,4,6,7
222:5,4,9,9,9,5,8,1,3,9,4,7,1,5,1,3,7,3,9,6,9,5,6,1,1,6,6,5,5,9
223:3,3,7,1,4,2,7,3,9,2,1,9,9,4,6,2,5,6,6,5,6,3,6,9,4,9,5,5,8,7
224:9,5,5,5,8,2,2,8,2,6,3,6,2,9,1,2,9,7,9,9,2,2,9,5,1,7,9,9,2,2
225:4,6,3,9,7,2,4,7,2,4,2,2,7,8,8,1,7,6,4,2,9,2,1,7,5,4,4,2,4,7
